Site Name,Division,Line Segment,Mile Post,Radio ID #,Version,SMID,SM EMP Address,SiteID,Network ID,Tx Power Offset,SFLen,FFrame,Number of WIUs,DSB,Slot 1,Slot 2,Slot 3,Slot 4,DSB1,DSB2,DSB3,DSB4,DSB5,DSB6,CONNECT,REPEAT,REPEAT DSB 1,REPEAT FTDMA 1,REPEAT DSB 2,REPEAT FTDMA 2,REPEAT DSB 3,REPEAT FTDMA 3,HOLDOFF,SBM MOD,Lat DD:MM.MMMN,Long DD:MM.MMMW,Height (m)
IRONDALE JUNCTION,Alabama,AGS,135.7,3940540,MTA29-2016-004,w65710601r,ns.w.657106:01.r.sma,657106,0,0,4000,0,1,ON,,,,,"657106,1","657106,2","657106,3","657106,4","657106,5","657106,6",3680046,OFF,,,,,,,5,,,,0
CSXT CROSSING,Alabama,P,798.6,3940780,MTA29-2018-005,w65800201r,ns.w.658002:01.r.sma,658002,0,0,4000,0,1,ON,,,,,"658002,1","658002,2","658002,3","658002,4","658002,5","658002,6",2621505,OFF,,,,,,,5,,,,0
2ND AVENUE,Alabama,P,798.7,3940781,MTA29-2018-005,w65800301r,ns.w.658003:01.r.sma,658003,0,0,4000,0,1,ON,,,,,"658003,1","658003,2","658003,3","658003,4","658003,5","658003,6",2621505,OFF,,,,,,,5,,,,0
BLOCK ONE,Alabama,P,799.5,3940782,MTA29-2018-005,w65800401r,ns.w.658004:01.r.sma,658004,0,0,4000,0,1,ON,,,,,"658004,1","658004,2","658004,3","658004,4","658004,5","658004,6",2621505,OFF,,,,,,,5,,,,0
BLOCK TWO,Alabama,P,800.2,3940783,F1,w65800501r,ns.w.658005:01.r.sma,658005,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
LEHIGH,Alabama,P,800.7,3940784,F1,w65800601r,ns.w.658006:01.r.sma,658006,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
BOYLES,Alabama,P,801.2,3940785,F1,w65800701r,ns.w.658007:01.r.sma,658007,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 802.8/802.9,Alabama,P,802.8,3940786,F1,w65800801r,ns.w.658008:01.r.sma,658008,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 805.1/805.2,Alabama,P,805.1,3940787,F1,w65800901r,ns.w.658009:01.r.sma,658009,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 807.1/807.2,Alabama,P,807.2,3940788,F1,w65801001r,ns.w.658010:01.r.sma,658010,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 809.5/809.6,Alabama,P,809.6,3940789,F1,w65802101r,ns.w.658021:01.r.sma,658021,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
BROOKSIDE,Alabama,P,812.2,3940790,F1,w65802201r,ns.w.658022:01.r.sma,658022,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
BLOSSBURG,Alabama,P,813.8,3940791,F1,w65802301r,ns.w.658023:01.r.sma,658023,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 815.8/815.9,Alabama,P,815.8,3940792,F1,w65802401r,ns.w.658024:01.r.sma,658024,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 818.1/818.2,Alabama,P,818.12,3940793,F1,w65802501r,ns.w.658025:01.r.sma,658025,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
LOCUST,Alabama,P,820.76,3940794,F1,w65802601r,ns.w.658026:01.r.sma,658026,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
BRYAN,Alabama,P,822.6,3940795,F1,w65802701r,ns.w.658027:01.r.sma,658027,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 824.6/824.7,Alabama,P,824.7,3940796,F1,w65802801r,ns.w.658028:01.r.sma,658028,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 826.6/826.7,Alabama,P,826.6,3940797,F1,w65802901r,ns.w.658029:01.r.sma,658029,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 828.8/828.9,Alabama,P,828.8,3940798,F1,w65803001r,ns.w.658030:01.r.sma,658030,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 830.8/830.9,Alabama,P,830.8,3940799,F1,w65804101r,ns.w.658041:01.r.sma,658041,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 832.7/832.8,Alabama,P,832.8,3940800,F1,w65804201r,ns.w.658042:01.r.sma,658042,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 835../835.4,Alabama,P,835.4,3940801,F1,w65804301r,ns.w.658043:01.r.sma,658043,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
STANDARD,Alabama,P,837.4,3940802,F1,w65804401r,ns.w.658044:01.r.sma,658044,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
IRONDALE JUNCTION,Alabama,AGS,791.8,3940803,MTA29-2016-004,w65412301r,ns.w.654123:01.r.sma,654123,0,0,4000,0,1,ON,,,,,"654123,1","654123,2","654123,3","654123,4","654123,5","654123,6",,OFF,,,,,,,5,,33:32.8700N, 86:41.4909W,224
KC JUNCTION,Alabama,A,549.9,3940805,F1,w65912101r,ns.w.659121:01.r.sma,659121,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
20th STREET,Alabama,AG,136.5,3940806,MTA29-2018-005,w65412401r,ns.w.654124:01.r.sma,654124,0,0,4000,0,1,ON,,,,,"654124,1","654124,2","654124,3","654124,4","654124,5","654124,6",3680046,OFF,,,,,,,5,,33:32.4412N, 86:42.2248W,231
SIG 7.4/7.5,Alabama,NA,7.5,3940807,F1,w65806601r,ns.w.658066:01.r.sma,658066,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 9.8/9.9,Alabama,NA,9.9,3940808,F1,w65806701r,ns.w.658067:01.r.sma,658067,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 12.0/12.1,Alabama,NA,12,3940809,F1,w65806801r,ns.w.658068:01.r.sma,658068,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
LITTLEVILLE,Alabama,NA,14.2,3940810,F1,w65806901r,ns.w.658069:01.r.sma,658069,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
HYDE,Alabama,NA,15.9,3940811,F1,w65807001r,ns.w.658070:01.r.sma,658070,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 18.1/18.2,Alabama,NA,18.1,3940812,F1,w65808101r,ns.w.658081:01.r.sma,658081,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 20.2/20.3,Alabama,NA,20.3,3940813,F1,w65808201r,ns.w.658082:01.r.sma,658082,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 22.7/22.8,Alabama,NA,22.8,3940814,F1,w65808301r,ns.w.658083:01.r.sma,658083,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 24.7/24.8,Alabama,NA,24.8,3940815,F1,w65808401r,ns.w.658084:01.r.sma,658084,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 27.1/27.2,Alabama,NA,27.12,3940816,F1,w65808501r,ns.w.658085:01.r.sma,658085,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 29.3/29.4,Alabama,NA,29.32,3940817,F1,w65808601r,ns.w.658086:01.r.sma,658086,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
FRANKLIN,Alabama,NA,32,3940818,F1,w65808701r,ns.w.658087:01.r.sma,658087,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
PHILCO,Alabama,NA,33.8,3940819,F1,w65808801r,ns.w.658088:01.r.sma,658088,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 36.1/36.2,Alabama,NA,36.42,3940820,F1,w65808901r,ns.w.658089:01.r.sma,658089,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 38.1/38.2,Alabama,NA,38.12,3940821,F1,w65809001r,ns.w.658090:01.r.sma,658090,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 40.8/40.9,Alabama,NA,40.89,3940822,F1,w65810101r,ns.w.658101:01.r.sma,658101,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 43.3/43.4,Alabama,NA,43.32,3940823,F1,w65810201r,ns.w.658102:01.r.sma,658102,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
HALEYVILLE,Alabama,NA,45.8,3940824,F1,w65810301r,ns.w.658103:01.r.sma,658103,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 47.1/47.2,Alabama,NA,47.12,3940825,F1,w65810401r,ns.w.658104:01.r.sma,658104,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
DELMAR,Alabama,NA,48.7,3940826,F1,w65810501r,ns.w.658105:01.r.sma,658105,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
YANKEE,Alabama,NA,50.5,3940827,F1,w65810601r,ns.w.658106:01.r.sma,658106,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 52.8/52.9,Alabama,NA,52.89,3940828,F1,w65810701r,ns.w.658107:01.r.sma,658107,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 55.1/55.2,Alabama,NA,55.12,3940829,F1,w65810801r,ns.w.658108:01.r.sma,658108,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 57.3/57.4,Alabama,NA,57.43,3940830,F1,w65810901r,ns.w.658109:01.r.sma,658109,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
BANKHEAD,Alabama,NA,59.6,3940831,F1,w65811001r,ns.w.658110:01.r.sma,658110,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
LYNN,Alabama,NA,61.45,3940832,F1,w65812101r,ns.w.658121:01.r.sma,658121,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 63.7/63.8,Alabama,NA,63.78,3940833,F1,w65812201r,ns.w.658122:01.r.sma,658122,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
ASH,Alabama,NA,66.1,3940834,F1,w65812301r,ns.w.658123:01.r.sma,658123,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
NAUVOO,Alabama,NA,67.9,3940835,F1,w65812401r,ns.w.658124:01.r.sma,658124,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 70.2/70.3,Alabama,NA,70.23,3940836,F1,w65812501r,ns.w.658125:01.r.sma,658125,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 72.4/72.5,Alabama,NA,72.45,3940837,F1,w65812601r,ns.w.658126:01.r.sma,658126,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 74.5/74.6,Alabama,NA,74.56,3940838,F1,w65812701r,ns.w.658127:01.r.sma,658127,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 76.5/76.6,Alabama,NA,76.56,3940839,F1,w65812801r,ns.w.658128:01.r.sma,658128,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
BURTON,Alabama,NA,78.7,3940840,F1,w65812901r,ns.w.658129:01.r.sma,658129,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
GAMBLE,Alabama,NA,80.3,3940841,F1,w65813001r,ns.w.658130:01.r.sma,658130,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 82.3/82.4,Alabama,NA,82.34,3940842,F1,w65814101r,ns.w.658141:01.r.sma,658141,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 84.0/84.1,Alabama,NA,84.01,3940843,F1,w65814201r,ns.w.658142:01.r.sma,658142,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
JASPER,Alabama,NA,86.4,3940844,F1,w65814301r,ns.w.658143:01.r.sma,658143,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 88.8/88.9,Alabama,NA,88.89,3940845,F1,w65814401r,ns.w.658144:01.r.sma,658144,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 90.8/90.9,Alabama,NA,90.8,3940846,F1,w65814501r,ns.w.658145:01.r.sma,658145,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 93.2/93.3,Alabama,NA,93.2,3940847,F1,w65814601r,ns.w.658146:01.r.sma,658146,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
PARRISH,Alabama,NA,95.58/839.5,3940848,F1,w65814701r,ns.w.658147:01.r.sma,658147,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
WOLF,Alabama,A,522.21,3941270,MTA28-2019-014,w65909101r,ns.w.659091:01.r.sma,659091,0,0,4000,0,1,ON,,,,,"659091,1","659091,2","659091,3","659091,4","659091,5","659091,6",3680086,OFF,,,,,,,5,,35:02.8735N, 89:34.0030W,96
ADAIR,Alabama,A,522.3,3941271,F1,w65909201r,ns.w.659092:01.r.sma,659092,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
RICKS,Alabama,A,522.5,3941272,F1,w65909301r,ns.w.659093:01.r.sma,659093,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
RYAN,Alabama,R,7.7,3941323,MTA29-2018-005,w66100201r,ns.w.661002:01.r.sma,661002,0,0,4000,300,1,OFF,"0,30,101,661002,1",,,,,,,,,,2621595,OFF,,,,,,,5,,33:10.7490N, 86:51.6590W,166
BUTLER RD,Alabama,R,8.7,3941324,MTA29-2018-005,w66100301r,ns.w.661003:01.r.sma,661003,0,0,4000,300,1,OFF,"30,30,101,661003,1",,,,,,,,,,2621595,OFF,,,,,,,5,,33:11.6301N, 86:51.5994W,168
BRANTLEYVILLE RD,Alabama,R,10,3941325,MTA29-2018-005,w66100401r,ns.w.661004:01.r.sma,661004,0,0,4000,300,1,OFF,"60,30,101,661004,1",,,,,,,,,,3680173,OFF,,,,,,,5,,33:12.5910N, 86:52.0063W,158
LACEY,Alabama,R,11.4,3941326,MTA29-2018-005,w66100501r,ns.w.661005:01.r.sma,661005,0,0,4000,300,1,OFF,"90,30,101,661005,1",,,,,,,,,,3680173,OFF,,,,,,,5,,33:13.0668N, 86:53.2887W,158
GURNEE JUNCTION,Alabama,R,16.4,3941327,MTA29-2018-005,w66100601r,ns.w.661006:01.r.sma,661006,0,0,4000,300,1,OFF,"120,30,101,661006,1",,,,,,,,,,3680173,OFF,,,,,,,5,,33:11.9755N, 86:57.8515W,141
TURNER,Alabama,R,20.1,3941328,MTA29-2016-004,w66100701r,ns.w.661007:01.r.sma,661007,0,0,4000,0,1,OFF,,,,,,,,,,,3680173,OFF,,,,,,,5,,,,0
SE NOMEN,Alabama,R,24.5,3941329,MTA29-2018-005,w66100801r,ns.w.661008:01.r.sma,661008,0,0,4000,300,1,OFF,"150,30,101,661008,1",,,,,,,,,,3680173,OFF,,,,,,,5,,33:17.5232N, 86:55.4054W,167
NE NOMEN,Alabama,R,25.6,3941330,MTA29-2018-005,w66100901r,ns.w.661009:01.r.sma,661009,0,0,4000,300,1,OFF,"180,30,101,661009,1",,,,,,,,,,3680173,OFF,,,,,,,5,,33:18.1127N, 86:54.5782W,186
WESTERN THREADER,Alabama,R,31.3,3941331,MTA29-2016-004,w66101001r,ns.w.661010:01.r.sma,661010,0,0,4000,0,1,ON,,,,,"661010,1","661010,2","661010,3","661010,4","661010,5","661010,6",,OFF,,,,,,,5,,,,0
SPARKS GAP,Alabama,R,31.8,3941332,MTA29-2018-005,w66102101r,ns.w.661021:01.r.sma,661021,0,0,4000,0,1,ON,,,,,"661021,1","661021,2","661021,3","661021,4","661021,5","661021,6",3680011,OFF,,,,,,,5,,33:20.4868N, 86:58.2511W,165
SARGON,Alabama,R,34,3941333,MTA29-2018-005,w66102201r,ns.w.661022:01.r.sma,661022,0,0,4000,0,1,ON,,,,,"661022,1","661022,2","661022,3","661022,4","661022,5","661022,6",3680011,OFF,,,,,,,5,,33:22.1283N, 86:58.5641W,161
BURSTALL,Alabama,R,35,3941334,MTA29-2016-004,w66102301r,ns.w.661023:01.r.sma,661023,0,0,4000,0,1,ON,,,,,"661023,1","661023,2","661023,3","661023,4","661023,5","661023,6",,OFF,,,,,,,5,,,,0
SIG 794.6/.7,Alabama,,794.7,3942838,MTA29-2018-005,w65413201r,ns.w.654132:01.r.sma,654132,0,0,4000,0,1,ON,,,,,"654132,1","654132,2","654132,3","654132,4","654132,5","654132,6",3680046,OFF,,,,,,,5,,33:32.3151N, 86:44.1033W,217
NE TOWER,Alabama,NO,193.6,3942839,MTA17-2019-018,w65616901r,ns.w.656169:01.r.sma,656169,0,0,4000,0,1,ON,,,,,"656169,1","656169,2","656169,3","656169,4","656169,5","656169,6",8455069,OFF,,,,,,,5,,29:59.7429N, 90:02.6844W,6
Metairie Road,Alabama,A,2.3,3942840,MTA17-2019-018,w65617201r,ns.w.656172:01.r.sma,656172,0,0,4000,0,1,ON,,,,,"656172,1","656172,2","656172,3","656172,4","656172,5","656172,6",8455069,OFF,,,,,,,5,,29:59.1941N, 90:07.7996W,8
Canal,Alabama,A,2.8,3942841,MTA17-2019-018,w65617301r,ns.w.656173:01.r.sma,656173,0,0,4000,0,1,ON,,,,,"656173,1","656173,2","656173,3","656173,4","656173,5","656173,6",8455069,OFF,,,,,,,5,,29:59.2622N, 90:07.4004W,7
PTC WP 149.6,Alabama,N,149.6,3942842,MTA29-2018-005,w66102601r,ns.w.661026:01.r.sma,661026,0,0,4000,0,1,ON,,,,,"661026,1","661026,2","661026,3","661026,4","661026,5","661026,6",3680174,OFF,,,,,,,5,,32:56.8521N, 86:54.5629W,145
PTC WP 152.8,Alabama,N,152.8,3942843,F1,w66102801r,ns.w.661028:01.r.sma,661028,0,0,4000,900,1,OFF,"450,30,125,661028,1",,,,,,,,,,3680174,OFF,,,,,,,5,,,,0
PTC WP 160.9,Alabama,N,160.9,3942844,MTA29-2018-005,w66103001r,ns.w.661030:01.r.sma,661030,0,0,4000,0,1,ON,,,,,"661030,1","661030,2","661030,3","661030,4","661030,5","661030,6",3680174,OFF,,,,,,,5,,32:47.3155N, 86:52.1871W,104
PTC WP 163.0,Alabama,N,163,3942845,MTA29-2018-005,w66104101r,ns.w.661041:01.r.sma,661041,0,0,4000,0,1,ON,,,,,"661041,1","661041,2","661041,3","661041,4","661041,5","661041,6",3680175,OFF,,,,,,,5,,32:45.7234N, 86:52.8489W,101
PTC WP 170.5,Alabama,N,170.5,3942846,F1,w66104301r,ns.w.661043:01.r.sma,661043,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
PTC WP 175.9,Alabama,N,175.9,3942847,MTA29-2016-004,w66104501r,ns.w.661045:01.r.sma,661045,0,0,4000,1110,1,OFF,"390,30,113,661045,1",,,,,,,,,,3680175,OFF,,,,,,,5,,,,0
PTC WP 178.4,Alabama,N,178.4,3942848,MTA29-2018-005,w66104701r,ns.w.661047:01.r.sma,661047,0,0,4000,0,1,ON,,,,,"661047,1","661047,2","661047,3","661047,4","661047,5","661047,6",3680175,OFF,,,,,,,5,,32:33.0992N, 86:53.7059W,59
PTC WP 183.6,Alabama,N,183.6,3942849,MTA29-2018-005,w66104801r,ns.w.661048:01.r.sma,661048,0,0,4000,0,1,ON,,,,,"661048,1","661048,2","661048,3","661048,4","661048,5","661048,6",3680176,OFF,,,,,,,5,,32:28.6667N, 86:53.5537W,57
PTC WP 184.2,Alabama,N,184.2,3942850,MTA29-2018-005,w66104901r,ns.w.661049:01.r.sma,661049,0,0,4000,0,1,ON,,,,,"661049,1","661049,2","661049,3","661049,4","661049,5","661049,6",3680176,OFF,,,,,,,5,,32:28.0630N, 86:53.7501W,70
PTC WP 188.2,Alabama,N,188.2,3942851,MTA29-2016-004,w66105001r,ns.w.661050:01.r.sma,661050,0,0,4000,1110,1,OFF,"300,30,125,661050,1",,,,,,,,,,3680176,OFF,,,,,,,5,,,,0
PTC WP 198.8,Alabama,N,198.8,3942852,MTA29-2018-005,w66106401r,ns.w.661064:01.r.sma,661064,0,0,4000,0,1,ON,,,,,"661064,1","661064,2","661064,3","661064,4","661064,5","661064,6",3680176,OFF,,,,,,,5,,32:25.7416N, 87:06.2821W,49
PTC WP 199.4,Alabama,N,199.4,3942853,MTA29-2018-005,w66106501r,ns.w.661065:01.r.sma,661065,0,0,4000,0,1,ON,,,,,"661065,1","661065,2","661065,3","661065,4","661065,5","661065,6",3680176,OFF,,,,,,,5,,32:25.8405N, 87:06.9487W,45
MARION JCT,Alabama,MB,0,3942854,MTA29-2018-005,w66106701r,ns.w.661067:01.r.sma,661067,0,0,4000,0,1,ON,,,,,"661067,1","661067,2","661067,3","661067,4","661067,5","661067,6",3680177,OFF,,,,,,,5,,32:26.0575N, 87:14.4940W,73
PRIVATE,Alabama,MB,0.4,3942855,F1,w66106801r,ns.w.661068:01.r.sma,661068,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
WESTBROOK,Alabama,MB,10,3942856,MTA29-2018-005,w66106901r,ns.w.661069:01.r.sma,661069,0,0,4000,0,1,ON,,,,,"661069,1","661069,2","661069,3","661069,4","661069,5","661069,6",3680177,OFF,,,,,,,5,,32:19.1608N, 87:20.1880W,44
CR 15,Alabama,MB,13,3942857,MTA29-2018-005,w66107001r,ns.w.661070:01.r.sma,661070,0,0,4000,0,1,ON,,,,,"661070,1","661070,2","661070,3","661070,4","661070,5","661070,6",3680178,OFF,,,,,,,5,,32:17.0636N, 87:21.9304W,75
CR 29,Alabama,MB,17.3,3942858,F1,w66108101r,ns.w.661081:01.r.sma,661081,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
NE CATHERINE,Alabama,MB,21.5,3942859,MTA29-2018-005,w66108201r,ns.w.661082:01.r.sma,661082,0,0,4000,0,1,ON,,,,,"661082,1","661082,2","661082,3","661082,4","661082,5","661082,6",3680178,OFF,,,,,,,5,,32:11.4537N, 87:27.5968W,68
SE CATHERINE,Alabama,MB,23.4,3942860,MTA29-2018-005,w66108301r,ns.w.661083:01.r.sma,661083,0,0,4000,0,1,ON,,,,,"661083,1","661083,2","661083,3","661083,4","661083,5","661083,6",3680178,OFF,,,,,,,5,,32:10.4126N, 87:29.0956W,56
NE FLATWOOD SIDING,Alabama,MB,24.5,3942861,F1,w66108401r,ns.w.661084:01.r.sma,661084,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
SE FLATWOOD SIDING,Alabama,MB,25,3942862,MTA29-2018-005,w66108501r,ns.w.661085:01.r.sma,661085,0,0,4000,0,1,ON,,,,,"661085,1","661085,2","661085,3","661085,4","661085,5","661085,6",3680178,OFF,,,,,,,5,,32:09.5179N, 87:30.3728W,55
CR 30,Alabama,MB,29.4,3942863,F1,w66108601r,ns.w.661086:01.r.sma,661086,0,0,4000,900,1,OFF,,,,,,,,,,,3680179,OFF,,,,,,,5,,,,0
KIMBROUGH,Alabama,MB,35.7,3942864,MTA29-2018-005,w66108701r,ns.w.661087:01.r.sma,661087,0,0,4000,0,1,ON,,,,,"661087,1","661087,2","661087,3","661087,4","661087,5","661087,6",3680179,OFF,,,,,,,5,,32:01.7254N, 87:33.4217W,29
OAK GROVE ST,Alabama,MB,40.4,3942865,MTA29-2018-005,w66108801r,ns.w.661088:01.r.sma,661088,0,0,4000,0,1,ON,,,,,"661088,1","661088,2","661088,3","661088,4","661088,5","661088,6",3680179,OFF,,,,,,,5,,31:58.7378N, 87:35.1952W,36
CUB CREEK,Alabama,MB,42.2,3942866,MTA29-2018-005,w66108901r,ns.w.661089:01.r.sma,661089,0,0,4000,0,1,ON,,,,,"661089,1","661089,2","661089,3","661089,4","661089,5","661089,6",3680179,OFF,,,,,,,5,,31:58.3217N, 87:36.8538W,54
PRIVATE,Alabama,MB,44.3,3942867,MTA29-2018-005,w66109001r,ns.w.661090:01.r.sma,661090,0,0,4000,0,1,ON,,,,,"661090,1","661090,2","661090,3","661090,4","661090,5","661090,6",3680179,OFF,,,,,,,5,,31:57.8147N, 87:38.8386W,50
LINDEN LUMBER,Alabama,MB,46.9,3942868,MTA17-2019-018,w66110101r,ns.w.661101:01.r.sma,661101,0,0,4000,0,1,ON,,,,,"661101,1","661101,2","661101,3","661101,4","661101,5","661101,6",3680180,OFF,,,,,,,5,,31:57.7555N, 87:41.4855W,66
POLE YARD CROSSING,Alabama,MB,47.5,3942869,MTA17-2019-018,w66110201r,ns.w.661102:01.r.sma,661102,0,0,4000,0,1,ON,,,,,"661102,1","661102,2","661102,3","661102,4","661102,5","661102,6",3680180,OFF,,,,,,,5,,31:57.7553N, 87:42.1724W,71
WILSON AVE,Alabama,MB,51.7,3942870,F1,w66110301r,ns.w.661103:01.r.sma,661103,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
JOE DAVIS IND BLVD,Alabama,MB,52.7,3942871,F1,w66110401r,ns.w.661104:01.r.sma,661104,0,0,4000,900,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
LOUISIANA PACIFIC,Alabama,MB,56.5,3942872,MTA17-2019-018,w66110501r,ns.w.661105:01.r.sma,661105,0,0,4000,0,1,ON,,,,,"661105,1","661105,2","661105,3","661105,4","661105,5","661105,6",3680180,OFF,,,,,,,5,,31:50.9320N, 87:44.4129W,104
SCOTCH PLYWOOD,Alabama,MB,60.3,3942873,MTA17-2019-018,w66110601r,ns.w.661106:01.r.sma,661106,0,0,4000,0,1,ON,,,,,"661106,1","661106,2","661106,3","661106,4","661106,5","661106,6",3680180,OFF,,,,,,,5,,31:47.4231N, 87:43.6541W,77
MAIN ST,Alabama,MB,61,3942874,MTA17-2019-018,w66110701r,ns.w.661107:01.r.sma,661107,0,0,4000,0,1,ON,,,,,"661107,1","661107,2","661107,3","661107,4","661107,5","661107,6",3680180,OFF,,,,,,,5,,31:47.0592N, 87:43.5026W,78
US 84,Alabama,MB,71.1,3942875,MTA17-2019-018,w66110801r,ns.w.661108:01.r.sma,661108,0,0,4000,0,1,ON,,,,,"661108,1","661108,2","661108,3","661108,4","661108,5","661108,6",3680181,OFF,,,,,,,5,,31:39.0356N, 87:42.2188W,54
