Site Name,Division,Line Segment,Mile Post,Radio ID #,Version,SMID,SM EMP Address,SiteID,Network ID,Tx Power Offset,SFLen,FFrame,Number of WIUs,DSB,Slot 1,Slot 2,Slot 3,Slot 4,DSB1,DSB2,DSB3,DSB4,DSB5,DSB6,CONNECT,REPEAT,REPEAT DSB 1,REPEAT FTDMA 1,REPEAT DSB 2,REPEAT FTDMA 2,REPEAT DSB 3,REPEAT FTDMA 3,HOLDOFF,SBM MOD,Lat DD:MM.MMMN,Long DD:MM.MMMW,Height (m)
BRUSSEL,Alabama,AGS,137.5,3940079,MTA29-2018-005,w65500101r,ns.w.655001:01.r.sma,655001,0,0,4000,570,1,ON,,,,,"655001,1","655001,2","655001,3","655001,4","655001,5","655001,6",1595293,OFF,,,,,,,5,,33:32.3947N, 86:43.3261W,232
SIG 139.1/139.2,Alabama,AGS,138.9,3940080,MTA29-2018-005,w65500201r,ns.w.655002:01.r.sma,655002,0,0,4000,0,2,ON,,,,,"655002,1","655002,2","655002,3","655002,4","655002,5","655002,6",3680046,OFF,,,,,,,5,,33:32.3791N, 86:44.7990W,201
WOODLAWN JCT,Alabama,AGS,139.9,3940081,MTA29-2018-005,w65500301r,ns.w.655003:01.r.sma,655003,0,0,4000,0,1,ON,,,,,"655003,1","655003,2","655003,3","655003,4","655003,5","655003,6",2621988,OFF,,,,,,,5,,33:32.0441N, 86:45.6354W,201
SIG 140.8/141.0,Alabama,AGS,140.9,3940082,MTA29-2018-005,w65500401r,ns.w.655004:01.r.sma,655004,0,0,4000,0,1,ON,,,,,"655004,1","655004,2","655004,3","655004,4","655004,5","655004,6",2621505,OFF,,,,,,,5,,33:31.6273N, 86:46.5419W,184
32ND STREET,Alabama,AGS,141.7,3940083,F1,w65500501r,ns.w.655005:01.r.sma,655005,0,0,4000,1140,1,OFF,,,,,,,,,,,,OFF,,,,,,,5,,,,0
27TH STREET,Alabama,AGS,142.1,3940084,MTA29-2018-005,w65500601r,ns.w.655006:01.r.sma,655006,0,0,4000,0,1,ON,,,,,"655006,1","655006,2","655006,3","655006,4","655006,5","655006,6",2621505,OFF,,,,,,,5,,33:31.1684N, 86:47.5142W,191
14TH STREET TOWER Remote 2,Alabama,AGS,143.5,3940085,MTA29-2018-005,w65500701r,ns.w.655007:01.r.sma,655007,0,0,4000,0,1,ON,,,,,"655007,1","655007,2","655007,3","655007,4","655007,5","655007,6",2621988,OFF,,,,,,,5,,33:30.5928N, 86:48.7292W,180
"SIG 146.2,3,4,5",Alabama,AGS,146.3,3940088,MTA29-2018-005,w65500801r,ns.w.655008:01.r.sma,655008,0,0,4000,0,1,ON,,,,,"655008,1","655008,2","655008,3","655008,4","655008,5","655008,6",3680011,OFF,,,,,,,5,,33:29.2765N, 86:51.2307W,171
POWDERLY,Alabama,AGS,149.13,3940089,MTA29-2018-005,w65500901r,ns.w.655009:01.r.sma,655009,0,0,4000,0,1,ON,,,,,"655009,1","655009,2","655009,3","655009,4","655009,5","655009,6",2621988,OFF,,,,,,,5,,33:27.6254N, 86:53.5527W,169
"SIG 151.6,7,8,9",Alabama,AGS,151.7,3940090,MTA29-2018-005,w65501001r,ns.w.655010:01.r.sma,655010,0,0,4000,0,1,ON,,,,,"655010,1","655010,2","655010,3","655010,4","655010,5","655010,6",3680011,OFF,,,,,,,5,,33:25.9909N, 86:55.4407W,162
"SIG 154.2,3,4,5",Alabama,AGS,154.3,3940091,MTA29-2016-004,w65502101r,ns.w.655021:01.r.sma,655021,0,0,4000,0,1,ON,,,,,"655021,1","655021,2","655021,3","655021,4","655021,5","655021,6",3680011,OFF,,,,,,,5,,,,0
BURSTALL,Alabama,AGS,156.1,3940092,MTA29-2018-005,w65502201r,ns.w.655022:01.r.sma,655022,0,0,4000,0,1,ON,,,,,"655022,1","655022,2","655022,3","655022,4","655022,5","655022,6",3680011,OFF,,,,,,,5,,33:22.7263N, 86:58.0951W,153
SIG 159.6/7,Alabama,AGS,159.6,3940093,MTA29-2018-005,w65502301r,ns.w.655023:01.r.sma,655023,0,0,4000,0,1,ON,,,,,"655023,1","655023,2","655023,3","655023,4","655023,5","655023,6",3680011,OFF,,,,,,,5,,33:20.9983N, 86:59.5384W,163
SIG 161.0/1,Alabama,AGS,161.1,3940094,MTA29-2018-005,w65502401r,ns.w.655024:01.r.sma,655024,0,0,4000,0,1,ON,,,,,"655024,1","655024,2","655024,3","655024,4","655024,5","655024,6",3680012,OFF,,,,,,,5,,33:17.8074N, 87:02.8227W,162
MCCALLA,Alabama,AGS,163,3940095,MTA29-2016-004,w65502501r,ns.w.655025:01.r.sma,655025,0,0,4000,0,1,ON,,,,,"655025,1","655025,2","655025,3","655025,4","655025,5","655025,6",,OFF,,,,,,,5,,33:19.2413N, 87:01.3366W,155
KIMBRELL,Alabama,AGS,165.2,3940096,MTA29-2018-005,w65502601r,ns.w.655026:01.r.sma,655026,0,0,4000,0,1,ON,,,,,"655026,1","655026,2","655026,3","655026,4","655026,5","655026,6",3680012,OFF,,,,,,,5,,33:16.4946N, 87:04.1155W,154
SIG 167.3/167.4,Alabama,AGS,167.3,3940097,MTA29-2018-005,w65502701r,ns.w.655027:01.r.sma,655027,0,0,4000,0,1,ON,,,,,"655027,1","655027,2","655027,3","655027,4","655027,5","655027,6",3680012,OFF,,,,,,,5,,33:14.8178N, 87:05.7408W,151
SIG 169.9/170.0,Alabama,AGS,170,3940098,MTA29-2018-005,w65502801r,ns.w.655028:01.r.sma,655028,0,0,4000,0,1,ON,,,,,"655028,1","655028,2","655028,3","655028,4","655028,5","655028,6",3680012,OFF,,,,,,,5,,33:13.9203N, 87:07.2452W,172
WOODSTOCK,Alabama,AGS,171.8,3940099,MTA29-2018-005,w65502901r,ns.w.655029:01.r.sma,655029,0,0,4000,0,1,ON,,,,,"655029,1","655029,2","655029,3","655029,4","655029,5","655029,6",3680012,OFF,,,,,,,5,,33:12.6325N, 87:08.6504W,165
VANCE,Alabama,AGS,174.7,3940100,MTA29-2018-005,w65503001r,ns.w.655030:01.r.sma,655030,0,0,4000,0,1,ON,,,,,"655030,1","655030,2","655030,3","655030,4","655030,5","655030,6",3680012,OFF,,,,,,,5,,33:11.4958N, 87:11.3296W,150
SIG 176.4/176.5,Alabama,AGS,176.4,3940101,MTA29-2018-005,w65504101r,ns.w.655041:01.r.sma,655041,0,0,4000,0,1,ON,,,,,"655041,1","655041,2","655041,3","655041,4","655041,5","655041,6",3680012,OFF,,,,,,,5,,33:10.8186N, 87:12.7974W,146
MERCEDES,Alabama,AGS,178.3,3940102,MTA29-2018-005,w65504201r,ns.w.655042:01.r.sma,655042,0,0,4000,0,1,ON,,,,,"655042,1","655042,2","655042,3","655042,4","655042,5","655042,6",3680012,OFF,,,,,,,5,,33:10.4170N, 87:14.6026W,152
SIG 180.6/180.7,Alabama,AGS,180.7,3940103,MTA29-2018-005,w65504301r,ns.w.655043:01.r.sma,655043,0,0,4000,0,1,ON,,,,,"655043,1","655043,2","655043,3","655043,4","655043,5","655043,6",3680012,OFF,,,,,,,5,,33:10.2803N, 87:16.2393W,137
SIG 182.8/182.9,Alabama,AGS,182.9,3940104,MTA29-2018-005,w65504401r,ns.w.655044:01.r.sma,655044,0,0,4000,0,1,ON,,,,,"655044,1","655044,2","655044,3","655044,4","655044,5","655044,6",3680012,OFF,,,,,,,5,,33:09.6121N, 87:18.8060W,153
COALING,Alabama,AGS,185.4,3940105,MTA29-2018-005,w65504501r,ns.w.655045:01.r.sma,655045,0,0,4000,0,1,ON,,,,,"655045,1","655045,2","655045,3","655045,4","655045,5","655045,6",3680013,OFF,,,,,,,5,,33:09.9018N, 87:21.6248W,120
FLEMING,Alabama,AGS,187.2,3940106,MTA29-2018-005,w65504601r,ns.w.655046:01.r.sma,655046,0,0,4000,0,1,ON,,,,,"655046,1","655046,2","655046,3","655046,4","655046,5","655046,6",3680013,OFF,,,,,,,5,,33:09.9929N, 87:23.5900W,105
SIG 189.2/189.3,Alabama,AGS,189.2,3940107,MTA29-2018-005,w65504701r,ns.w.655047:01.r.sma,655047,0,0,4000,0,1,ON,,,,,"655047,1","655047,2","655047,3","655047,4","655047,5","655047,6",3680013,OFF,,,,,,,5,,33:10.9710N, 87:24.9385W,88
SIG 191.6/191.7,Alabama,AGS,191.8,3940108,MTA29-2018-005,w65504801r,ns.w.655048:01.r.sma,655048,0,0,4000,0,1,ON,,,,,"655048,1","655048,2","655048,3","655048,4","655048,5","655048,6",3680013,OFF,,,,,,,5,,33:11.0630N, 87:27.5266W,110
SIG 195.0/195.1,Alabama,AGS,195,3940109,MTA29-2018-005,w65504901r,ns.w.655049:01.r.sma,655049,0,0,4000,0,1,ON,,,,,"655049,1","655049,2","655049,3","655049,4","655049,5","655049,6",3680013,OFF,,,,,,,5,,33:12.1635N, 87:30.3678W,96
BRYANT,Alabama,AGS,197.5,3940110,MTA29-2016-004,w65505001r,ns.w.655050:01.r.sma,655050,0,-3,4000,0,1,ON,,,,,"655050,1","655050,2","655050,3","655050,4","655050,5","655050,6",3680013,OFF,,,,,,,5,,33:12.0551N, 87:32.9816W,70
ABS CROSSING,Alabama,AGS,199,3940111,MTA29-2018-005,w65506101r,ns.w.655061:01.r.sma,655061,0,0,4000,0,1,ON,,,,,"655061,1","655061,2","655061,3","655061,4","655061,5","655061,6",3680013,OFF,,,,,,,5,,33:11.1507N, 87:33.7963W,53
CRABTREE,Alabama,AGS,201.2,3940112,MTA29-2018-005,w65506201r,ns.w.655062:01.r.sma,655062,0,0,4000,0,1,ON,,,,,"655062,1","655062,2","655062,3","655062,4","655062,5","655062,6",3680013,OFF,,,,,,,5,,33:09.1914N, 87:34.2099W,45
SIG 203.3/203.4,Alabama,AGS,203.4,3940113,MTA29-2018-005,w65506301r,ns.w.655063:01.r.sma,655063,0,0,4000,0,1,ON,,,,,"655063,1","655063,2","655063,3","655063,4","655063,5","655063,6",3680014,OFF,,,,,,,5,,33:07.3999N, 87:34.5981W,43
SIG 206.0/206.1,Alabama,AGS,206,3940114,MTA29-2018-005,w65506401r,ns.w.655064:01.r.sma,655064,0,0,4000,0,1,ON,,,,,"655064,1","655064,2","655064,3","655064,4","655064,5","655064,6",3680014,OFF,,,,,,,5,,33:05.1006N, 87:34.8391W,54
SIG 208.4/208.5,Alabama,AGS,208.6,3940115,MTA29-2018-005,w65506501r,ns.w.655065:01.r.sma,655065,0,0,4000,0,1,ON,,,,,"655065,1","655065,2","655065,3","655065,4","655065,5","655065,6",3680014,OFF,,,,,,,5,,33:03.2952N, 87:36.1362W,46
SIG 211.0/211.1,Alabama,AGS,211.2,3940116,MTA29-2018-005,w65506601r,ns.w.655066:01.r.sma,655066,0,0,4000,0,1,ON,,,,,"655066,1","655066,2","655066,3","655066,4","655066,5","655066,6",3680014,OFF,,,,,,,5,,33:01.2263N, 87:36.4730W,67
MOUNDVILLE,Alabama,AGS,213.2,3940117,MTA29-2018-005,w65506701r,ns.w.655067:01.r.sma,655067,0,0,4000,0,1,ON,,,,,"655067,1","655067,2","655067,3","655067,4","655067,5","655067,6",3680014,OFF,,,,,,,5,,32:59.8413N, 87:37.9003W,49
POWERS,Alabama,AGS,214.4,3940118,MTA29-2018-005,w65506801r,ns.w.655068:01.r.sma,655068,0,0,4000,0,1,ON,,,,,"655068,1","655068,2","655068,3","655068,4","655068,5","655068,6",3680014,OFF,,,,,,,5,,32:58.9517N, 87:38.6851W,47
SIG 217.0/217.1,Alabama,AGS,217,3940119,MTA29-2018-005,w65506901r,ns.w.655069:01.r.sma,655069,0,0,4000,0,1,ON,,,,,"655069,1","655069,2","655069,3","655069,4","655069,5","655069,6",3680014,OFF,,,,,,,5,,32:57.0403N, 87:39.8946W,58
SIG 219.1/219.2,Alabama,AGS,219.2,3940120,MTA29-2018-005,w65507001r,ns.w.655070:01.r.sma,655070,0,0,4000,0,1,ON,,,,,"655070,1","655070,2","655070,3","655070,4","655070,5","655070,6",3680014,OFF,,,,,,,5,,32:55.6999N, 87:41.2960W,48
SIG 221.1/221.2,Alabama,AGS,221.2,3940121,MTA29-2018-005,w65508101r,ns.w.655081:01.r.sma,655081,0,0,4000,0,1,ON,,,,,"655081,1","655081,2","655081,3","655081,4","655081,5","655081,6",3680015,OFF,,,,,,,5,,32:54.3804N, 87:42.7618W,46
STEWART,Alabama,AGS,222.9,3940122,MTA29-2018-005,w65508201r,ns.w.655082:01.r.sma,655082,0,0,4000,0,1,ON,,,,,"655082,1","655082,2","655082,3","655082,4","655082,5","655082,6",3680015,OFF,,,,,,,5,,32:53.2560N, 87:43.9879W,42
AKRON,Alabama,AGS,224.6,3940123,MTA29-2018-005,w65508301r,ns.w.655083:01.r.sma,655083,0,0,4000,0,1,ON,,,,,"655083,1","655083,2","655083,3","655083,4","655083,5","655083,6",3680015,OFF,,,,,,,5,,32:52.3077N, 87:45.2700W,38
SIG 226.8/226.9,Alabama,AGS,226.9,3940124,MTA29-2018-005,w65508401r,ns.w.655084:01.r.sma,655084,0,0,4000,0,1,ON,,,,,"655084,1","655084,2","655084,3","655084,4","655084,5","655084,6",3680015,OFF,,,,,,,5,,32:51.3902N, 87:47.3427W,38
WARRIOR RIVER BRIDGE,Alabama,AGS,229.5,3940125,MTA29-2018-005,w65508501r,ns.w.655085:01.r.sma,655085,0,0,4000,0,1,ON,,,,,"655085,1","655085,2","655085,3","655085,4","655085,5","655085,6",3680015,OFF,,,,,,,5,,,,0
MCCLURE,Alabama,AGS,230.1,3940127,MTA29-2018-005,w65508601r,ns.w.655086:01.r.sma,655086,0,0,4000,0,1,ON,,,,,"655086,1","655086,2","655086,3","655086,4","655086,5","655086,6",3680015,OFF,,,,,,,5,,32:50.8102N, 87:50.3829W,35
EUTAW,Alabama,AGS,232.4,3940128,MTA29-2018-005,w65508701r,ns.w.655087:01.r.sma,655087,0,0,4000,0,1,ON,,,,,"655087,1","655087,2","655087,3","655087,4","655087,5","655087,6",3680015,OFF,,,,,,,5,,32:50.3727N, 87:52.8190W,57
SIG 234.7/234.8,Alabama,AGS,234.7,3940129,MTA29-2018-005,w65508801r,ns.w.655088:01.r.sma,655088,0,0,4000,0,1,ON,,,,,"655088,1","655088,2","655088,3","655088,4","655088,5","655088,6",3680015,OFF,,,,,,,5,,32:49.2893N, 87:54.7815W,45
SIG 237.2/237.3,Alabama,AGS,237.2,3940130,MTA29-2018-005,w65508901r,ns.w.655089:01.r.sma,655089,0,0,4000,0,1,ON,,,,,"655089,1","655089,2","655089,3","655089,4","655089,5","655089,6",3680015,OFF,,,,,,,5,,32:48.1595N, 87:56.8457W,55
SIG 240.0/240.1,Alabama,AGS,240,3940131,MTA29-2018-005,w65509001r,ns.w.655090:01.r.sma,655090,0,0,4000,0,1,ON,,,,,"655090,1","655090,2","655090,3","655090,4","655090,5","655090,6",3680015,OFF,,,,,,,5,,32:46.7667N, 87:59.3724W,45
BERMULL,Alabama,AGS,242,3940132,MTA29-2018-005,w65510101r,ns.w.655101:01.r.sma,655101,0,0,4000,0,1,ON,,,,,"655101,1","655101,2","655101,3","655101,4","655101,5","655101,6",3680015,OFF,,,,,,,5,,32:45.8345N, 88:01.0478W,40
AGR CROSSING,Alabama,AGS,242.5,3940133,MTA29-2018-005,w65510201r,ns.w.655102:01.r.sma,655102,0,0,4000,0,1,ON,,,,,"655102,1","655102,2","655102,3","655102,4","655102,5","655102,6",3680015,OFF,,,,,,,5,,32:45.4713N, 88:01.6460W,39
MILLER,Alabama,AGS,244.2,3940134,MTA29-2018-005,w65510301r,ns.w.655103:01.r.sma,655103,0,0,4000,0,1,ON,,,,,"655103,1","655103,2","655103,3","655103,4","655103,5","655103,6",3680015,OFF,,,,,,,5,,32:44.6206N, 88:02.9092W,48
SIG 246.8/246.9,Alabama,AGS,246.8,3940135,MTA29-2018-005,w65510401r,ns.w.655104:01.r.sma,655104,0,0,4000,0,1,ON,,,,,"655104,1","655104,2","655104,3","655104,4","655104,5","655104,6",3680015,OFF,,,,,,,5,,32:42.9070N, 88:04.6220W,42
SIG 249.5/249.6,Alabama,AGS,249.6,3940136,MTA28-2019-014,w65510501r,ns.w.655105:01.r.sma,655105,0,0,4000,0,1,ON,,,,,"655105,1","655105,2","655105,3","655105,4","655105,5","655105,6",3680016,OFF,,,,,,,5,,32:41.7091N, 88:07.0943W,48
SIG 252.5/252.6,Alabama,AGS,252.5,3940137,MTA28-2019-014,w65510601r,ns.w.655106:01.r.sma,655106,0,0,4000,0,1,ON,,,,,"655106,1","655106,2","655106,3","655106,4","655106,5","655106,6",3680016,OFF,,,,,,,5,,32:40.0511N, 88:09.2494W,69
PARKER,Alabama,AGS,254.6,3940138,MTA28-2019-014,w65510701r,ns.w.655107:01.r.sma,655107,0,0,4000,0,1,ON,,,,,"655107,1","655107,2","655107,3","655107,4","655107,5","655107,6",3680016,OFF,,,,,,,5,,32:38.4549N, 88:10.1002W,81
LIVINGSTON,Alabama,AGS,257,3940139,MTA28-2019-014,w65510801r,ns.w.655108:01.r.sma,655108,0,0,4000,0,1,ON,,,,,"655108,1","655108,2","655108,3","655108,4","655108,5","655108,6",3680016,OFF,,,,,,,5,,32:36.5335N, 88:10.4783W,58
SIG 259.8/259.9,Alabama,AGS,259.95,3940140,MTA28-2019-014,w65510901r,ns.w.655109:01.r.sma,655109,0,0,4000,0,1,ON,,,,,"655109,1","655109,2","655109,3","655109,4","655109,5","655109,6",3680016,OFF,,,,,,,5,,32:34.2064N, 88:11.7710W,44
SIG 262.4/262.5,Alabama,AGS,262.5,3940141,MTA28-2019-014,w65511001r,ns.w.655110:01.r.sma,655110,0,0,4000,0,1,ON,,,,,"655110,1","655110,2","655110,3","655110,4","655110,5","655110,6",3680017,OFF,,,,,,,5,,32:32.6830N, 88:13.5267W,60
SIG 264.4/264.5,Alabama,AGS,264.6,3940142,MTA28-2019-014,w65512101r,ns.w.655121:01.r.sma,655121,0,0,4000,0,1,ON,,,,,"655121,1","655121,2","655121,3","655121,4","655121,5","655121,6",3680017,OFF,,,,,,,5,,32:31.2650N, 88:15.1657W,47
MCGREGOR,Alabama,AGS,267,3940143,MTA28-2019-014,w65512201r,ns.w.655122:01.r.sma,655122,0,0,4000,0,1,ON,,,,,"655122,1","655122,2","655122,3","655122,4","655122,5","655122,6",3680017,OFF,,,,,,,5,,32:29.9870N, 88:16.8724W,49
YORK,Alabama,AGS,268.1,3940144,MTA28-2019-014,w65512301r,ns.w.655123:01.r.sma,655123,0,0,4000,0,1,ON,,,,,"655123,1","655123,2","655123,3","655123,4","655123,5","655123,6",3680017,OFF,,,,,,,5,,,,0
MCCONNELL,Alabama,AGS,269.7,3940145,MTA28-2019-014,w65512401r,ns.w.655124:01.r.sma,655124,0,0,4000,0,1,ON,,,,,"655124,1","655124,2","655124,3","655124,4","655124,5","655124,6",3680017,OFF,,,,,,,5,,32:28.5142N, 88:19.0617W,49
SIG 272.1/272.2,Alabama,AGS,272.2,3940146,MTA28-2019-014,w65512501r,ns.w.655125:01.r.sma,655125,0,0,4000,0,1,ON,,,,,"655125,1","655125,2","655125,3","655125,4","655125,5","655125,6",3680017,OFF,,,,,,,5,,32:26.7141N, 88:20.5219W,60
SIG 275.2/275.3,Alabama,AGS,275.3,3940147,MTA28-2019-014,w65512601r,ns.w.655126:01.r.sma,655126,0,0,4000,0,1,ON,,,,,"655126,1","655126,2","655126,3","655126,4","655126,5","655126,6",3680017,OFF,,,,,,,5,,32:25.3934N, 88:23.2534W,67
SIG 278.0/278.1,Alabama,AGS,278,3940148,MTA28-2019-014,w65512701r,ns.w.655127:01.r.sma,655127,0,0,4000,0,1,ON,,,,,"655127,1","655127,2","655127,3","655127,4","655127,5","655127,6",3680270,OFF,,,,,,,5,,32:25.4246N, 88:25.6536W,83
SMITH,Alabama,AGS,280.7,3940149,MTA28-2019-014,w65512801r,ns.w.655128:01.r.sma,655128,0,0,4000,0,1,ON,,,,,"655128,1","655128,2","655128,3","655128,4","655128,5","655128,6",3680270,OFF,,,,,,,5,,32:25.1616N, 88:28.3871W,82
TOOMSUBA,Alabama,AGS,282.2,3940150,MTA28-2019-014,w65512901r,ns.w.655129:01.r.sma,655129,0,0,4000,0,1,ON,,,,,"655129,1","655129,2","655129,3","655129,4","655129,5","655129,6",3680270,OFF,,,,,,,5,,32:25.0201N, 88:29.9124W,90
SIG 284.6/284.7,Alabama,AGS,284.7,3940151,MTA28-2019-014,w65513001r,ns.w.655130:01.r.sma,655130,0,0,4000,0,1,ON,,,,,"655130,1","655130,2","655130,3","655130,4","655130,5","655130,6",3680270,OFF,,,,,,,5,,32:24.9745N, 88:32.3452W,110
SIG 287.2/287.3,Alabama,AGS,287.5,3940152,MTA28-2019-014,w65514101r,ns.w.655141:01.r.sma,655141,0,0,4000,0,1,ON,,,,,"655141,1","655141,2","655141,3","655141,4","655141,5","655141,6",8455052,OFF,,,,,,,5,,32:24.6056N, 88:34.9480W,139
SIG 290.2/290.3,Alabama,AGS,290.3,3940153,MTA28-2019-014,w65514201r,ns.w.655142:01.r.sma,655142,0,0,4000,0,1,ON,,,,,"655142,1","655142,2","655142,3","655142,4","655142,5","655142,6",8455052,OFF,,,,,,,5,,32:23.7404N, 88:37.3106W,130
BREYER,Alabama,AGS,292.6,3940154,MTA28-2019-014,w65514301r,ns.w.655143:01.r.sma,655143,0,0,4000,0,1,ON,,,,,"655143,1","655143,2","655143,3","655143,4","655143,5","655143,6",8455052,OFF,,,,,,,5,,32:23.1807N, 88:39.7996W,109
SIG 293.8/293.9,Alabama,AGS,293.9,3940155,MTA28-2019-014,w65514401r,ns.w.655144:01.r.sma,655144,0,0,4000,0,1,ON,,,,,"655144,1","655144,2","655144,3","655144,4","655144,5","655144,6",8455052,OFF,,,,,,,5,,32:22.4197N, 88:40.7112W,105
KCS INTERLOCKING,Alabama,AGS,294.7,3940156,MTA28-2019-014,w65514501r,ns.w.655145:01.r.sma,655145,0,0,4000,0,1,ON,,,,,"655145,1","655145,2","655145,3","655145,4","655145,5","655145,6",8455052,OFF,,,,,,,5,,32:21.9651N, 88:41.4810W,104
27TH AVENUE,Alabama,NO,0.35,3940157,MTA28-2019-014,w65600101r,ns.w.656001:01.r.sma,656001,0,0,4000,0,1,ON,,,,,"656001,1","656001,2","656001,3","656001,4","656001,5","656001,6",8455052,OFF,,,,,,,5,,32:21.5879N, 88:42.2772W,99
SIG 1.7/1.8,Alabama,NO,1.7,3940158,MTA28-2019-014,w65600201r,ns.w.656002:01.r.sma,656002,0,0,4000,0,1,ON,,,,,"656002,1","656002,2","656002,3","656002,4","656002,5","656002,6",8455052,OFF,,,,,,,5,,32:21.2863N, 88:43.7173W,97
SIG 3.2/3.3/B3.3 HB,Alabama,NO,3.3,3940159,MTA28-2019-014,w65600301r,ns.w.656003:01.r.sma,656003,0,0,4000,0,1,ON,,,,,"656003,1","656003,2","656003,3","656003,4","656003,5","656003,6",8455052,OFF,,,,,,,5,,32:20.2605N, 88:44.4800W,90
SHOPS,Alabama,NO,5,3940160,MTA28-2019-014,w65600401r,ns.w.656004:01.r.sma,656004,0,0,4000,0,1,ON,,,,,"656004,1","656004,2","656004,3","656004,4","656004,5","656004,6",3680018,OFF,,,,,,,5,,32:18.8853N, 88:45.2824W,88
SIG 7.2/7.3,Alabama,NO,7.2,3940161,MTA28-2019-014,w65600501r,ns.w.656005:01.r.sma,656005,0,0,4000,0,1,ON,,,,,"656005,1","656005,2","656005,3","656005,4","656005,5","656005,6",3680018,OFF,,,,,,,5,,32:17.1400N, 88:46.0854W,96
SIG 9.8/9.9,Alabama,NO,9.9,3940162,MTA28-2019-014,w65600601r,ns.w.656006:01.r.sma,656006,0,0,4000,0,1,ON,,,,,"656006,1","656006,2","656006,3","656006,4","656006,5","656006,6",3680019,OFF,,,,,,,5,,32:14.7562N, 88:46.1928W,90
SIG 11.8/11.9,Alabama,NO,11.9,3940163,MTA28-2019-014,w65600701r,ns.w.656007:01.r.sma,656007,0,0,4000,0,1,ON,,,,,"656007,1","656007,2","656007,3","656007,4","656007,5","656007,6",3680019,OFF,,,,,,,5,,32:13.0546N, 88:46.2196W,86
SIG B11.8,Alabama,NO,12.24,3940164,F1,w65600801r,ns.w.656008:01.r.sma,656008,0,0,4000,900,1,OFF,"30,30,113,656008,1",,,,,,,,,,,OFF,,,,,,,5,,,,0
SIG 14.4/A14.5/B14.5,Alabama,NO,14.5,3940165,MTA28-2019-014,w65600901r,ns.w.656009:01.r.sma,656009,0,0,4000,0,1,ON,,,,,"656009,1","656009,2","656009,3","656009,4","656009,5","656009,6",3680019,OFF,,,,,,,5,,32:11.8116N, 88:48.3191W,95
SIG 17.4/17.5,Alabama,NO,17.6,3940166,MTA28-2019-014,w65601001r,ns.w.656010:01.r.sma,656010,0,0,4000,0,1,ON,,,,,"656010,1","656010,2","656010,3","656010,4","656010,5","656010,6",3680019,OFF,,,,,,,5,,32:09.7192N, 88:50.2246W,81
SIG 20.4/20.5,Alabama,NO,20.5,3940167,MTA28-2019-014,w65602101r,ns.w.656021:01.r.sma,656021,0,0,4000,0,1,ON,,,,,"656021,1","656021,2","656021,3","656021,4","656021,5","656021,6",3680019,OFF,,,,,,,5,,,,0
SIG 23.4/23.5,Alabama,NO,23.5,3940168,MTA28-2019-014,w65602201r,ns.w.656022:01.r.sma,656022,0,0,4000,0,1,ON,,,,,"656022,1","656022,2","656022,3","656022,4","656022,5","656022,6",3680019,OFF,,,,,,,5,,32:05.1427N, 88:52.6442W,90
SIG 26.2/26.3,Alabama,NO,26.3,3940169,MTA28-2019-014,w65602301r,ns.w.656023:01.r.sma,656023,0,0,4000,0,1,ON,,,,,"656023,1","656023,2","656023,3","656023,4","656023,5","656023,6",3680019,OFF,,,,,,,5,,32:02.7874N, 88:53.0068W,107
SIG 29.4/29.5,Alabama,NO,29.4,3940170,MTA28-2019-014,w65602401r,ns.w.656024:01.r.sma,656024,0,0,4000,0,1,ON,,,,,"656024,1","656024,2","656024,3","656024,4","656024,5","656024,6",3680020,OFF,,,,,,,5,,32:00.1632N, 88:53.9151W,104
BARNETT,Alabama,NO,30.7,3940171,MTA28-2019-014,w65602501r,ns.w.656025:01.r.sma,656025,0,0,4000,0,1,ON,,,,,"656025,1","656025,2","656025,3","656025,4","656025,5","656025,6",3680020,OFF,,,,,,,5,,31:59.0553N, 88:54.3009W,101
SIG 32.9/33.0,Alabama,NO,32.9,3940172,MTA17-2019-018,w65602601r,ns.w.656026:01.r.sma,656026,0,0,4000,0,1,ON,,,,,"656026,1","656026,2","656026,3","656026,4","656026,5","656026,6",3680020,OFF,,,,,,,5,,31:57.2511N, 88:54.9704W,116
SIG 36.4/36.5,Alabama,NO,36.4,3940173,MTA17-2019-018,w65602701r,ns.w.656027:01.r.sma,656027,0,0,4000,0,1,ON,,,,,"656027,1","656027,2","656027,3","656027,4","656027,5","656027,6",3680020,OFF,,,,,,,5,,31:55.3497N, 88:56.8352W,128
SIG 39.5/39.6,Alabama,NO,39.5,3940174,MTA17-2019-018,w65602801r,ns.w.656028:01.r.sma,656028,0,0,4000,0,1,ON,,,,,"656028,1","656028,2","656028,3","656028,4","656028,5","656028,6",3680020,OFF,,,,,,,5,,31:53.2494N, 88:58.9070W,103
SIG 40.8/40.9,Alabama,NO,40.9,3940175,MTA17-2019-018,w65602901r,ns.w.656029:01.r.sma,656029,0,0,4000,0,1,ON,,,,,"656029,1","656029,2","656029,3","656029,4","656029,5","656029,6",3680020,OFF,,,,,,,5,,31:52.1999N, 88:59.2951W,113
SIG 44.0/44.1,Alabama,NO,44.2,3940176,MTA17-2019-018,w65603001r,ns.w.656030:01.r.sma,656030,0,0,4000,0,1,ON,,,,,"656030,1","656030,2","656030,3","656030,4","656030,5","656030,6",3680021,OFF,,,,,,,5,,31:49.6695N, 89:00.3489W,93
